,cost,description,animal,property
3770,596.0,cat trapped between walls,cat,private garage 
3771,298.0,cat trapped in netting at height,cat,purpose built flats/maisonettes - up to 3 storeys 
3772,298.0,redacted,cat,river/canal 
3773,298.0,abandoned call verified as coming from priv sub,unknown - domestic animal or pet,private garden shed 
3774,298.0,fox with head stuck in wall,fox,house - single occupancy 
3775,298.0,pigeon trapped in netting,bird,common external bin storage area
3776,894.0,horse in precarious position,horse,animal harm outdoors
3777,298.0,dog trapped in trampoline,dog,domestic garden (vegetation not equipment) 
3778,298.0,cat trapped  between spikes,cat,purpose built flats/maisonettes - 4 to 9 storeys 
3779,298.0,injured cat trapped in basement,cat,purpose built flats/maisonettes - 4 to 9 storeys 
3780,298.0,fox caught within fencing,fox,fence
3781,596.0,assist rspca with  cat stuck on roof,cat,converted flat/maisonettes - 3 or more storeys
3782,298.0,small animal rescue,bird,bridge
3783,298.0,dog in precarious position on roof,dog,house - single occupancy 
3784,298.0,assist rspca with cat stuck in tree,cat,tree scrub 
3785,298.0,disabled cat stuck in tree,cat,tree scrub 
3786,298.0,cat stuck in chimney,cat,house - single occupancy 
3787,298.0,dog  trapped  near   railway  line,dog,"grassland, pasture, grazing etc "
3788,298.0,kitten stuck on chimney stack,cat,house - single occupancy 
3789,298.0,muntjac  deer stuck in canal,deer,canal/riverbank vegetation 
3790,298.0,running call to cat stuck up tree,cat,animal harm outdoors
3791,298.0,cat trapped in garage,cat,private garage 
3792,298.0,assist rspca with cat up tree,cat,tree scrub 
3793,298.0,dog with leg trapped in wire basket,dog,house - single occupancy 
3794,298.0,fox with head stuck in plastic box,fox,animal harm outdoors
3795,298.0,bird with leg trapped in tree,bird,house - single occupancy 
3796,298.0,kitten trapped inside kitchen unit,cat,converted flat/maisonettes - 3 or more storeys
3797,298.0,cat trapped between wall and fence,cat,purpose built flats/maisonettes - up to 3 storeys 
3798,298.0,fox with head trapped,fox,house - single occupancy 
3799,298.0,assist rspca with cat trapped between wall and shed,cat,purpose built flats/maisonettes - up to 3 storeys 
3800,298.0,bird trapped between wall and netting,bird,bridge
3801,298.0,cat fallen and trapped between walls,cat,purpose built flats/maisonettes - 4 to 9 storeys 
3802,298.0,cat up tree,cat,house - single occupancy 
3803,298.0,assist rspca with pigeon in tree,bird,woodland/forest - broadleaf/hardwood 
3804,298.0,pigeon trapped in chimney,bird,house - single occupancy 
3805,298.0,fox caught in netting,fox,house - single occupancy 
3806,298.0,kitten trapped on chimney,cat,house - single occupancy 
3807,298.0,parrot trapped in excavation,bird,other dwelling 
3808,298.0,bird stuck in guttering,bird,converted flat/maisonettes - 3 or more storeys
3809,298.0,cat stuck in shutters,cat,single shop 
3810,298.0,cat stuck on roof,cat,purpose built flats/maisonettes - up to 3 storeys 
3811,298.0,cat  stuck in railings,cat,railings
3812,298.0,kitten trapped under floorboard,cat,converted flat/maisonette - up to 2 storeys 
3813,894.0,kitten trapped under floor boards,cat,converted flat/maisonette - up to 2 storeys 
3814,298.0,small animal rescue,dog,other outdoor structures 
3815,298.0,assist rspca with bird rescue,bird,hotel/motel 
3816,298.0,fox trapped between wall and fence,fox,house - single occupancy 
3817,298.0,dog on riverbank,dog,animal harm outdoors
3818,596.0,two cats stuck in wall cavity,cat,house - single occupancy 
3819,298.0,bird trapped in roof,bird,pub/wine bar/bar 
3820,298.0,bird trapped in chimney,bird,house - single occupancy 
3821,298.0,pigeon with legs trapped in netting,bird,bridge
3822,298.0,cat locked in unoccupied flat,cat,purpose built flats/maisonettes - 4 to 9 storeys 
3823,298.0,dog stuck between seats in car,dog,car 
3824,596.0,assist rspca with seagull in netting,bird,park 
3825,298.0,tortoise trapped,tortoise,domestic garden (vegetation not equipment) 
3826,298.0,dog stuck on bay window,dog,house - single occupancy 
3827,298.0,dog trapped in undergrowth/brambles,dog,"grassland, pasture, grazing etc "
3828,298.0,dog with head stuck in wine wrack,dog,house - single occupancy 
3829,298.0,fox trapped by metal railing,fox,domestic garden (vegetation not equipment) 
3830,298.0,dog in precarious position,dog,purpose built flats/maisonettes - up to 3 storeys 
3831,298.0,cat trapped in engine of car,cat,car 
3832,298.0,running call to cat in tree,cat,hedge
3833,298.0,cat on roof,cat,gym 
3834,298.0,squirrell trapped in gutter,squirrel,house - single occupancy 
3835,298.0,injured cat on other side of fence,cat,fence
3836,298.0,raven trapped in fencing,bird,fence
3837,298.0,pigeon caught in netting,bird,animal harm outdoors
3838,298.0,dog trapped on  ledge,dog,converted flat/maisonettes - 3 or more storeys
3839,298.0,cat stuck on house roof,cat,house - single occupancy 
3840,298.0,kitten trapped down fox hole,cat,domestic garden (vegetation not equipment) 
3841,298.0,cat in river,cat,river/canal 
3842,298.0,cat trapped between fence and house,cat,house - single occupancy 
3843,298.0,dog stuck on roof,dog,house - single occupancy 
3844,298.0,dog in distress in pond,dog,river/canal 
3845,298.0,bird trapped in chimney,bird,house - single occupancy 
3846,298.0,cat trapped in gutter,cat,pipe or drain 
3847,298.0,ducklings stuck in drain pipe,bird,purpose built flats/maisonettes - 4 to 9 storeys 
3848,298.0,cat stuck in chimney,cat,house - single occupancy 
3849,298.0,cat trapped in car engine,cat,car 
3850,298.0,cat trapped in railings,cat,railings
3851,596.0,kitten trapped in rubbish,cat,tree scrub 
3852,298.0,cat with paw trapped in window,cat,purpose built flats/maisonettes - 4 to 9 storeys 
3853,298.0,small deer stuck in fencing,deer,fence
3854,298.0,dog stuck behind sink,dog,purpose built flats/maisonettes - 4 to 9 storeys 
3855,298.0,cat trapped on roof ledge,cat,house - single occupancy 
3856,298.0,cat trapped in cavity wall,cat,purpose built flats/maisonettes - 10 or more storeys 
3857,298.0,cat on top of roof,cat,house - single occupancy 
3858,298.0,bird trapped in house guttering,bird,house - single occupancy 
3859,298.0,small dog trapped on ledge,dog,converted flat/maisonette - up to 2 storeys 
3860,298.0,chicken in tree,bird,tree scrub 
3861,298.0,cat with injury stuck on roof,cat,house - single occupancy 
3862,298.0,small animal rescue,unknown - domestic animal or pet,car 
3863,298.0,pigeon stuck under railway bridge,bird,bridge
3864,298.0,small animal rescue,unknown - domestic animal or pet,purpose built flats/maisonettes - up to 3 storeys 
3865,298.0,kitten stuck under house,cat,purpose built flats/maisonettes - up to 3 storeys 
3866,596.0,assist rspca with small animal rescue,bird,house - single occupancy 
3867,298.0,assist rspca with small animal rescue,bird,vehicle sales building
3868,298.0,cat trapped on roof,cat,purpose built flats/maisonettes - up to 3 storeys 
3869,298.0,distressed dog locked in car,dog,car 
3870,298.0,dog stuck in reservoir,dog,river/canal 
3871,298.0,possibly injured cat on stuck roof,cat,house - single occupancy 
3872,298.0,bird stuck in netting,bird,bank/building society 
3873,298.0,cat trapped in roof,cat,house - single occupancy 
3874,298.0,dog trapped in quaggy,dog,mine or quarry (not above ground building)
3875,298.0,bird stuck on lamp post - hanging from string,bird,"roadside furniture (eg lamp posts, road signs, telegraph poles, speed cameras)"
3876,298.0,falcon trapped in netting on canopy,bird,purpose built office 
3877,298.0,kitten stuck on roof,cat,house - single occupancy 
3878,298.0,cat trapped in hole,cat,animal harm outdoors
3879,298.0,bird in precarious position,bird,purpose built office 
3880,298.0,injured seagull rescued,bird,fire station 
3881,298.0,bird trapped in tree,bird,park 
3882,298.0,kitten stuck in wall,cat,converted flat/maisonette - up to 2 storeys 
3883,298.0,redacted,cat,purpose built flats/maisonettes - up to 3 storeys 
3884,298.0,cat stuck in a tree  rspca officer on scene,cat,animal harm outdoors
3885,298.0,ferret stuck in lift shaft,ferret,purpose built flats/maisonettes - up to 3 storeys 
3886,298.0,cat in precarious position,cat,purpose built flats/maisonettes - 4 to 9 storeys 
3887,298.0,small animal rescue,unknown - domestic animal or pet,tree scrub 
3888,298.0,injured dog,dog,car 
3889,298.0,bird stuck in netting,bird,restaurant/cafe
3890,298.0,cat stuck in well,cat,purpose built office 
3891,298.0,cat trapped in car seat,cat,car 
3892,298.0,assist rspca with fox impaled on wire,fox,domestic garden (vegetation not equipment) 
3893,596.0,cat up tree,cat,tree scrub 
3894,596.0,small animal rescue,unknown - domestic animal or pet,tree scrub 
3895,298.0,dog with leg trapped in collar,dog,purpose built flats/maisonettes - 4 to 9 storeys 
3896,298.0,pigeon trapped in confined roof space of warehouse,bird,warehouse 
3897,298.0,small animal rescue,unknown - domestic animal or pet,house - single occupancy 
3898,298.0,dog stuck in reservoir,dog,"tunnel, subway "
3899,298.0,cat trapped in garage,cat,private garage 
3900,298.0,cat stuck in window,cat,house - single occupancy 
3901,298.0,assist rspca was fox trapped in barbed wire,fox,park 
3902,298.0,assist rspca with pigeon hanging on roof aerial,bird,house - single occupancy 
3903,298.0,cat trapped on balcony,cat,purpose built flats/maisonettes - 4 to 9 storeys 
3904,298.0,squirrel trapped in boiler,squirrel,purpose built flats/maisonettes - up to 3 storeys 
3905,298.0,fox trapped between shed and fence,fox,house - single occupancy 
3906,298.0,birds trapped netting,bird,house - single occupancy 
3907,298.0,cat stuck behind chimney breast,cat,house - single occupancy 
3908,298.0,cat trapped in window,cat,purpose built flats/maisonettes - 4 to 9 storeys 
3909,298.0,pidgeon with leg trapped in meshing on balcony,bird,purpose built flats/maisonettes - 10 or more storeys 
3910,298.0,fox cub trapped in fence,fox,house - single occupancy 
3911,298.0,cat trapped on roof,cat,house - single occupancy 
3912,596.0,assist vet with horse,horse,animal harm outdoors
3913,298.0,bird trapped in netting,bird,purpose built flats/maisonettes - 4 to 9 storeys 
3914,298.0,assist rspca with crow stuck in high wire,bird,tree scrub 
3915,298.0,cat trapped under floor board,cat,house - single occupancy 
3916,298.0,pigeons trapped behind netting,bird,bridge
3917,298.0,cat trapped behind the unit,cat,purpose built flats/maisonettes - 4 to 9 storeys 
3919,298.0,two kittens stuck in fence,cat,fence
3920,1192.0,cat trapped in car engine,cat,car 
3921,298.0,cat stuck in tree,cat,domestic garden (vegetation not equipment) 
3922,298.0,cat stuck on roof,cat,house - single occupancy 
3923,298.0,small animal rescue,unknown - domestic animal or pet,single shop 
3924,298.0,dog locked in car,dog,car 
3925,298.0,parrot trapped in netting,bird,playground/recreation area (not equipment)
3926,298.0,cat trapped on wall near railway line,cat,other outdoor structures 
3927,894.0,bird trapped in aerial         al requested from incident,bird,house - single occupancy 
3928,298.0,pigeons trapped under netting,bird,purpose built flats/maisonettes - up to 3 storeys 
3929,298.0,cat stuck behind sink,cat,purpose built flats/maisonettes - 10 or more storeys 
3930,298.0,cat trapped in chimney,cat,house - single occupancy 
3931,298.0,dog trapped near railway line,dog,railway 
3932,298.0,dog in canal,dog,river/canal 
3933,298.0,redacted,bird,animal harm outdoors
3934,298.0,bird trapped on roof,bird,house - single occupancy 
3935,298.0,cat trapped on ledge,cat,purpose built flats/maisonettes - 4 to 9 storeys 
3936,298.0,cat trapped in drain,cat,animal harm outdoors
3937,596.0,cat on roof,cat,house - single occupancy 
3938,298.0,cat trapped between window and metal shutters of shop,cat,single shop 
3939,298.0,cat trapped up chimney,cat,house - single occupancy 
3940,298.0,dog trapped under car,dog,car 
3941,298.0,small animal rescue,unknown - domestic animal or pet,converted flat/maisonette - up to 2 storeys 
3942,298.0,assist rspca with cat stuck up tree,cat,purpose built flats/maisonettes - 4 to 9 storeys 
3943,298.0,cat trapped in garage,cat,house - single occupancy 
3944,298.0,fox with body trapped in concrete in basement,fox,converted flat/maisonettes - 3 or more storeys
3945,298.0,cat trapped in neighbours shed,cat,private garden shed 
3946,298.0,assist rspca with cat hanging from window,cat,house - single occupancy 
3947,298.0,cat trapped under solar panels,cat,house - single occupancy 
3948,298.0,dog locked in car,dog,car 
3949,298.0,assist rspca with cat stuck on roof,cat,bungalow - single occupancy 
3950,596.0,assist rspca officer with cat in a tree,cat,animal harm outdoors
3951,298.0,kitten trapped behind pipes,cat,purpose built flats/maisonettes - 10 or more storeys 
3952,298.0,redacted,cat,animal harm outdoors
3953,298.0,small animal rescue,unknown - domestic animal or pet,house - single occupancy 
3954,298.0,deer stuck in metal gate - now out,deer,other outdoor structures 
3955,298.0,kittens stuck up tree - been there some time,cat,tree scrub 
3956,298.0,assist rspca with bird hanging from wire on roof,bird,house - single occupancy 
3957,298.0,dog trapped in cage,dog,house - single occupancy 
3958,298.0,cat trapped behind kitchen cupboard,cat,converted flat/maisonette - up to 2 storeys 
3959,298.0,cat trapped in bin,cat,wheelie bin (domestic size)
3960,298.0,cat trapped in tree,cat,roadside vegetation 
3961,596.0,pony caught in cabling,horse,golf course (not building on course)
3962,298.0,cat stuck on roof,cat,house - single occupancy 
3963,298.0,dog in precarious position on roof of house,dog,house - single occupancy 
3964,298.0,cat stuck on window ledge,cat,house - single occupancy 
3965,298.0,cat in distress in tree,cat,tree scrub 
3966,298.0,bird trapped in wiring,bird,lake/pond/reservoir 
3967,298.0,cat trapped behind facia,cat,house - single occupancy 
3968,298.0,dog stuck in hole behind shed,dog,animal harm outdoors
3969,298.0,dog locked in car,dog,car 
3970,298.0,cat up a tree,cat,tree scrub 
3971,298.0,kittens trapped in wall void,cat,converted flat/maisonette - up to 2 storeys 
3972,298.0,cat trapped under floorboards,cat,house - single occupancy 
3973,298.0,small animal rescue    trapped bird,bird,post office (purpose built) 
3974,298.0,assist rspca with cat fallen into basement,cat,house - single occupancy 
